time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
121.0569,1.2724,-0.8835,0.1395,1.189,-0.876,0.083,0.101,0.1539,22
121.1569,1.2859,-0.8764,0.1097,1.189,-0.876,0.083,0.1005,0.0996,24
121.2569,1.2656,-0.8561,0.2914,1.189,-0.876,0.083,0.2229,0.1238,21
121.3569,1.1536,-0.9067,0.0123,1.189,-0.876,0.083,0.0848,0.1222,34
121.4569,1.23,-0.8647,0.1456,1.189,-0.876,0.083,0.0757,0.0582,24
121.5569,1.222,-0.9078,0.0269,1.189,-0.876,0.083,0.0725,0.1378,24
121.6569,1.2973,-0.8686,0.2735,1.189,-0.876,0.083,0.2193,0.0562,19
121.7569,1.2332,-0.9081,0.1968,1.189,-0.876,0.083,0.1262,0.0904,19
121.8569,1.2573,-0.8925,0.3091,1.189,-0.876,0.083,0.2368,0.0664,17
121.9569,1.2466,-0.9081,0.1913,1.189,-0.876,0.083,0.1268,0.0523,25
122.0569,1.2468,-0.8895,0.5944,1.189,-0.876,0.083,0.5148,0.2131,25
122.1569,1.2305,-0.8807,0.2512,1.189,-0.876,0.083,0.1733,0.0622,24
122.2569,1.2537,-0.8711,0.2644,1.189,-0.876,0.083,0.1927,0.0792,27
122.3569,1.2854,-0.9319,0.127,1.189,-0.876,0.083,0.1198,0.1219,23
122.4569,1.2938,-0.9272,0.0473,1.189,-0.876,0.083,0.122,0.0753,30
122.5569,1.1365,-0.8102,0.0777,1.189,-0.876,0.083,0.0843,0.1109,21
122.6569,1.2285,-0.92,0.3922,1.189,-0.876,0.083,0.3148,0.0602,25
122.7569,1.2704,-0.9001,0.5342,1.189,-0.876,0.083,0.4591,0.1916,25
122.8569,1.2562,-0.8718,0.7068,1.189,-0.876,0.083,0.6274,0.211,21
122.9569,1.2841,-0.9058,0.1783,1.189,-0.876,0.083,0.1379,0.069,25
123.0569,1.2294,-0.8977,0.3836,1.189,-0.876,0.083,0.3041,0.0624,25
123.1569,1.2474,-0.8722,0.1704,1.189,-0.876,0.083,0.1052,0.079,24
123.2569,1.2712,-0.9155,0.316,1.189,-0.876,0.083,0.2502,0.1621,19
123.3569,1.2848,-0.8797,0.3364,1.189,-0.876,0.083,0.2709,0.1293,26
123.4569,1.2809,-0.8928,0.2908,1.189,-0.876,0.083,0.2279,0.0839,18
